Id,Review,Label,Category
592,Great course to data analysis and excel!,5,Course Content
593,Good one..!,5,Course Content
594,having studied competitive strategy and now moving on with advanced strategy course. It illustrate more details to me which will help the work. Also the knowledge obtained involve lots of new ideas.,5,Course Content
595,I've know many skills in competition with many true cases. Thanks!,5,Course Content
596,"Good content but the Chinese translation is bad, which makes quiz quite obscure in meaning",4,Course Content
597,"Not difficult to understand,interesting,helpful when making choices.",5,Instructor Quality
598,very useful course. And thank for professor's clear instruction.,5,Course Content
599,An interesting course and thank you for translating it.,5,Course Content
600,The course is more about business competitive strategy and there are lots of live examples. Thumb up!,4,Course Content
601,This course is very helpful to make me understand the economy and the finance th,5,Course Content
602,I am very excited that I have been able to successfully complete my first Specialization.Great course!,5,Course Content
603,I like all these courses,5,Course Content
604,The research needs like six months,4,Course Content
605,"It was an excellent challenge that tested all my previous skill acquire along the specialization. I really enjoyed myself with this course. Give it a chance and do your best. Certainly, you will succeed.Cheers!",5,Course Content
606,"The course content is great, but peer evaluation is simply useless and almost random. This specialisation needs to introduce an actual final assessment by an actual expert, not peers.",2,Course Content
607,Writing research paper is one of the most useful courses for all professionals.,5,Course Content
608,I have learned so very much. All of the courses in the specialization have been taught in a way that has been easy to understand. I will miss Tamy Chapmans smiling face.,5,Course Content
609,"I would love to thank you for your hard working. It was a good course. I have learnt a lot from you. In addition, I'm looking forward to participating with you on another course. Thank you once more again.",5,Course Content
610,It is a great moment in my academic experience. Thank you Prof Tamy.,5,Instructor Quality
611,Excellent course! I'm grateful to all who made it possible.,5,Course Content
612,"Jefferson is a fascinating, controversial, brilliant, and hugely important figure - unquestionably a ""Founding Father"", if you will - in our nation's history. Professor Onuf brings to light the key aspects of Jefferson's thinking, work and accomplishments, prompting this course participant to want to further explore all that he did, the challenges, and especially the people, who he was up against, his relationship with Sally Hemings and how that influenced his views regarding slavery, and much more.",4,Course Content
613,"Really insightful course giving a really amazing insight to the past political climate of the US, but also really shedding light on the current climate as well.",5,Course Content
614,"I very much enjoyed learning more about Thomas Jefferson through the required readings and Professor Onuf's lectures, and would recommend this course to anyone wanting to know more about the third president of the United States and the University of Virginia. My time was well-spent.",5,Course Content
615,"Excellent class! This is an overview of who Jefferson was, what he really thought and believed in, what his contradictions were and why they existed, and how the perception of him has changed through different historical periods. I thought I knew a reasonable amount of information about Jefferson and the revolutionary period, but I learned so much about the historical and cultural context of the time and how it shaped Jefferson's thoughts!Given our current judicial system's split over whether the constitution should be regarded according to the 'originalist' intention or whether it is a living document, I was surprised to find that Jefferson himself saw it as a living document, to be reshaped by each generation. Understanding why he thought that is really essential to understanding how to think about the problem today. So this isn't just history, it's current events!I was concerned that the course seemed to be all lecture, but by the second week I was hooked. Dr Onuf is a compelling speaker, and tries to convey who Jefferson was, the world he existed in, and get you to think about Jefferson in all his complexity. The reading material is all pertinent, and (thank you!) not overwhelming. This course is ""right-sized"" for an online forum. I think you could spend about an our or maybe two per week on the lectures and reading material, and do fine. You would do yourself a favor to view each lecture twice though, as there is a lot of material in each one.I would consider retaking the course for review, and would definitely take another course from Dr. Onuf. This was terrific, and I don't say that lightly.",5,Course Content
616,"Exciting presentation. Excellent portrial of the periodic changes in thinking of TJ with his rise, fall and revival. While a conroversial thinker he truly was a renaissance men that will inspire future generations. America would not be exceptional, nor even a free country, empowed by the people.",5,Course Content
617,"My only recommendation would be to add more photos, maps, illustrations, etc to the lectures, instead of twenty minutes of the camera pointed at the professor. It would help keep the attention of the viewer, in my opinion.",4,Instructor Quality
618,The course is really nicely done. Also for non-americans it is interesting even though a lot of background knowledge might be missing. But you have to be aware it is really more focused on the ideas of Jefferson and less on all the discussions and fights he had with his fellow statesmen at that time. I would have wished to learn also more about those.,4,Course Content
619,"Great Course! A profound analysis of Jefferson ideal and wish for the nation to be. This course demonstrate how great, clever and wise Jefferson was. Now I can better understand what JFK said during a Nobel prize winner reunion at the White House: This is the highest concentration of intelligent in this house since Jefferson had dinner alone. Thank you for sharing this course on the net.",5,Course Content
620,"Excellent course! I learned so much about Jefferson, and I appreciate Dr. Onuf's expertise on the subject.",5,Course Content
621,Great lecture series on Jefferson's civic thoughts and writings.,5,Course Content
622,The lectures are so thought-provoking and enlightening... Thank you very much!,5,Course Content
623,Fantastic course by Dr. Onuf! I learned much and he helped correct misconceptions I harbored regarding Thomas Jefferson. Great videos and selected readings. The quizzes were relatively challenging.,5,Course Content
624,Very Thankful for this course...,5,Course Content
625,I loved the tour of the campus. It fit the material and made it seem more like a college setting than watching lectures on a screen in a class room all the time.,4,Course Content
626,This is everything a Coursera course should be! Amazing videos and lectures that are well organized.,5,Course Content
627,"I already love this and not just because Jefferson is my life long love affair, nice.",5,Course Content
628,"Really interesting to get such a deep perspective on Jefferson. I had very little interest in him, even growing up in his home state of Virginia, but now I can't wait to learn more. This is a great course worth a fantastic instructor. Highly recommended!",5,Course Content
629,I take my hat off for the passionate professor Onuf. It was a big pleasure to attend his lectures. They deepened my understanding of the American Revolution.,5,Instructor Quality
630,"I was terribly disappointed in this course. Mr. Onuf spends the majority of these lectures implying what Jefferson thinks without discussing much in the way of actual history. Further, the course seems more of a commercial for the University of Virginia than anything else. Overall, a waste of time.",1,Course Content
631,Great course,5,Course Content
632,Fantastic stuff for anyone interesting in the subject matter.,5,Course Content
633,I found the course interesting and very stimulating. It allowed insight into a very interesting period in world history.,5,Course Content
634,outstanding prof,5,Instructor Quality
635,Exceptional course! I would have enjoyed several more weeks. Dr. Onuf's style and methods in presenting the material made it possible to understand Jefferson in a way I have not understood him before. Wonderful teacher. Thank you.,5,Course Content
636,Really interesting and enjoyable course.,5,Course Content
637,Outstanding overview of one of the most important figures in American History.,5,Course Content
638,"A very enjoyable course, albeit with a few instances of leftward political leaning.",4,Course Content
639,very informative,5,Course Content
640,"As a former student of UVA, it was wonderful to see the place again, listen to some of the stories we heard around ""grounds"" -- no campus here -- back when I was a teenager. I have followed Jefferson's life story, but Professor Onuf still manages to tell me some things I didn't know. Well researched lectures.",5,Instructor Quality
641,"Being Australian, I knew nothing about Jefferson so I came to this course with no expectations. I found it fascinating as it explained not only about Jefferson but about the American model of Government and Americans unique view of their nation. It is sometimes puzzling to an outsider to see this super nationalism and allegiance to the Constitution and Declaration of Independence. As an aside, I wonder what Jefferson would think of the apparent obsession with the literal words of the Founding Fathers with respect to things like gun control. Very interesting indeed.Mr Onuf is an excellent lecturer. You brought the topic aliveThanks",5,Course Content
642,Great Course,5,Course Content
643,I knew nothing about Jefferson before this course and nothing about his 'age' - not sure I am much the wiser about the latter after it! I enjoyed the tours round the historic sites and I thought the lecturer came over as warm and enthusiastic but it seemed he was preaching about a saint rather than giving a detached academic assessment of a historical figure and I found that it was hard to see the wood for the trees at times. Hagiographic might be an unkind description but it was certainly very respectful to the great man. I also liked the use of a student in cooperation with the lecturer.- he set the scene well and was a good interviewer.,3,Course Content
644,The lectures are just videos of the professor bloviating about Jefferson. There is nothing academic about this course.,1,Course Content
645,Useful orientation for a good American who more or less slept through all of his American hx courses in his callow youth. I have a much better sense of the important (if controversal) role Jefferson played in forming the values and structure of the US.,4,Course Content
646,I highly recommend this course. I learned a great deal about Jefferson.,5,Course Content
647,"Great, thanks!",5,Course Content
648,"Great course that take you nicely through the intricacies of agile planning for software products. The instructors are knowledgeable and the material is good. The videos cover a lot, but the complementary cours notes and the supplemental resources makes it easy to review and use the material in practice during actual work situations.",5,Course Content
649,"Lots of well structured content, easy to follow and informative. You know it's the tip of a large iceberg, so it's a very good way to start and let you wanting for more.",4,Course Content
650,This course gets better as you move into the course!,5,Course Content
651,"Great Course, Learnt alot of extremely useful tools for managing software products.",5,Course Content
652,Good for learning to plan software product development using Agile,5,Course Content
653,Very interestening for starting in Agility. I learned and understood a lot of things.Easy to understand for not English mother tongue.Thank you very much.,5,Instructor Quality
654,great class,5,Course Content
655,Good Planning methodologies and examples,5,Course Content
656,"Really learning alot, well explained and illustrated.",5,Instructor Quality
657,Really like this course! I think it is the best one in this specialization. Thank you all!,5,Course Content
658,"Tons of great info! However, it would great to go over more of the real-life applications of the concepts.",5,Course Content
659,Great course,5,Course Content
660,That course is great! All material is described in easy form. I like very my tasks that had to be done and then put marks by other students.,5,Course Content
661,It is very full package of knowledge and tests. I have a lot of new opportunities due to this course. Thank you.,5,Course Content
662,It is excellent course in terms of the knowledge that I gain. However the multiple choice questions are a little bit default to understand. It is look like that you are examining our English skill :),4,Course Content
663,"Really helpful course! Thanks, Coursera!",5,Course Content
664,It is great learning experience..,5,Course Content
665,79 USD? just to be able to submit peer-graded assignments... talk about greed,1,Course Content
666,This course has helped me increase my knowledge and skills in project planning using Agile.,5,Course Content
667,Pretty good.. A bit tough compared to the rest though.,5,Course Content
668,As usual for this specs - a very high quality course.,5,Course Content
669,"Great examples used in course videos. The Course Notes might be a worked on a bit more in terms of models and examples, but they are quite extensive and an invaluable resource. Teaching staff is quick to respond to forum questions, which is great!",4,Course Content
670,"Quite interesting, may be not deep enough but great course nevertheless!",5,Course Content
671,Full of new information on agile planning!,5,Course Content
672,great course,4,Course Content
673,"The most robust course in this sequence. It is well designed, very clear, teaches useful material effectively, and is fun to take.",5,Course Content
674,Very easy to understand.,5,Instructor Quality
675,I think some estimation methods are not really realistic,4,Course Content
676,It's a great course,5,Course Content
677,Another great course in the specialization! great instructors who are very passionate. Truly make it fun and interesting to learn.,5,Course Content
678,Great course,5,Course Content
679,"My least favorite part of the course, but it was still put together well. Content just isn't as interesting as the rest of the specialization. Felt a bit too ""Project Manager' instead of the Product Manager.",4,Course Content
680,It's very usefull course,4,Course Content
681,Was great course.,5,Course Content
682,Great course! Very useful information for beginners and for those who already has an experience with agile planning.,5,Course Content
683,"Some part of learning material not concern to agile planning, for exampe absolutly not mentioned kanban planing.",4,Course Content
684,This is a good series course to coach Agile process with generic pro,5,Course Content
685,Really enjoyed t,5,Course Content
686,Makes lots of things understandable and clear,5,Instructor Quality
687,Good Course.,4,Course Content
688,"One of the best coursers I have seen on Coursera so far. The video production quality, course structure and content is extra ordinary compared to other courses that I've seen so far.",5,Course Content
689,Very nice content and presented so nicely. Must read and highly recommended course for all managers and business analysts.,5,Course Content
690,"I am Krishna Kant Kumar, working as a software quality analyst.Through this course, I learnt, how to estimate an iteration or doing an estimation of project.",4,Course Content
691,Ambiguous assignments led to cumbersome completion. The peer grading got a little annoying as sometimes it took forever to get feedback and a lot of times feedback was minimal or the criteria for grading was vague and people took it WAY too seriously.,3,Course Content
692,"Not the best, but if you are a newbie in management field you can find valuable information inside.",4,Course Content
693,I highly recommend this entire specialisation. It's clearly taught and requires your practical application throughout. I've learned a great deal and thoroughly enjoyed the process. Many many thanks Uni of Alberta.,5,Course Content
694,Room for improvement:-Case studies-More Assignment,4,Course Content
695,Thanks!,5,Course Content
696,"As a software-engineer and freelancer in the technical software domain, for me this course actually had all the meat (so far) while the first courses in the specialization felt like they didn't take that much effort to pass.",5,Course Content
697,"Very useful to know different tecniques for software project/productplanning. Although some of those tecniques are (in my opinion) notvery relevant in an Agile environment (like work breakdown structures,pert or gant charts) the course is good to learn how to use those toolsand also to ask ourselves whether or not they are actually relevant or useful if we follow the Agile approach.",4,Course Content
698,I really liked to do it,5,Course Content
699,The course materials and lectures are excellent,5,Course Content
700,"Really nice course. I was expecting a little more depth, but I really enjoyed the approach they took and their assignments.",4,Course Content
701,Awesome lectures! Thanks a lot!,5,Course Content
702,Great course! Thank you!,5,Course Content
703,"Super-duper, very useful!",5,Course Content
704,"This course has the minimal information than its brother courses, you may need to add more details focus on the planning more and give more assignment if applicable.",4,Course Content
705,Another excellent module of a truly excellent Specialization,5,Course Content
706,Good Course,5,Course Content
707,Nice course. Decent content and always well-structured lectures. The peer assignments could have been better though.,4,Course Content
708,This is more enlightening than the previous courses in the specialization. It felt like learning new material and techniques rather than simply reviewing concepts I already knew. I also liked that the assignments required creating actual artifacts and reviewing others' work. The industry interviews were a nice addition as well.,5,Course Content
709,Really excited about the course..!!!,5,Course Content
710,"Very tough, though very instructive.",3,Course Content
711,I think ti is a very interesting and well structured course.,5,Course Content
712,"I am participating in this course, it has an excellent material, I am learning new skills in writing an article research.",5,Course Content
713,Very interesting course,5,Course Content
714,"The course has enhanced my reading experience. Writing in the marginsâ€¦ up till now I have never challenged or asked the writer any questions. This idea has never struck me before, but interacting with texts provides ""room"" on the page for my conversation with the writer, which is a visual reminder that all texts are part of an ongoing discussion and are not the last word on a given subject.Thank you, Prof. Bazanova!",5,Course Content
715,It's a very interesting and useful course. It significantly improves my reading and writting skills. Thank you very much!,5,Course Content
716,"interesting, informative and useful. I quite like the self-questioning part which makes publication reading more effortless. Thanks.",5,Course Content
717,It's a both very interesting and useful course for everyone who's planning to broaden the skills of a scentific writings in a quite involving and systematic manner.,5,Course Content
718,Very interesting and useful course!,5,Course Content
719,Thank you for your course. I improved my academic literacy skills. I still have to continue to improve but now I'm on the right track!,5,Course Content
720,"The course is excellent! Straight to the point, both professors can explain the subject in a very easy way. The course was a pleasant surprise!! I strongly recommend!",5,Course Content
721,Looking forward to course 3!,5,Course Content
722,"Excellent course with very supportive staff and professors on the forum. On top of that aligning the assignments to ""The Romance of Three Kingdoms"" story makes it fun to follow along.",5,Course Content
723,Very good course and excelent teachers!,5,Course Content
724,Fantastic course material from great professionals!,5,Course Content
725,"Really useful, focused and motivating. Hihgly recommended!",5,Course Content
726,Was a really good course which provided me useful knowledge for my postgraduate course.,5,Course Content
727,"Excellent, educational and witty lectures! One of the best classes on Coursera.",5,Course Content
728,I like Prof. Tobias Kretschmer way to communicate the course and explain the contents in practical and well organized way. The course is very useful for my work.,4,Course Content
729,Great Course and the professor is great!,5,Course Content
730,I love this dude; very entertaining professor who is easy to understand. The class itself was also very interesting and i learned a lot that i can apply to my current position as a senior analyst at an industry research firm.,5,Instructor Quality
731,"Easy to follow, good content and comprehensive explanations",5,Course Content
732,Course and examples are generally good. In rare instances the quiz has answers it labells 'correct' which I think could be debated.,4,Course Content
733,Interesting course. Valuable insights into network effects.,4,Course Content
734,"Excellent course, an excellent professor!!!!, Many thanks!!!",5,Course Content
735,A nice course for the opics concluded from the base course.,5,Course Content
736,THANK YOU!,5,Course Content
737,"Excellent course, professor tobias teachs so good!",5,Course Content
738,"The course was really great! The teacher explained excellent and the topics were very appropiate. However, when i finished the course i couldn't see the certificate of accomplishment at least; it never showed up :( And now when i click on the option ""Buy the course"" the page redirects me to an address which doesn't exist.Despite of this, I enjoyed this course a lot, as the first one! Thanks a lot!",3,Course Content
739,Terrific course! Terrific instructor! I wish he had provided a learning path for ppl who completed this though...,5,Course Content
740,Very interesting and full of real case study.,4,Course Content
741,Great add-on to the first eddition of the course on Business Strategy. Congratulations to the Professor Tobias and his crew.,5,Course Content
742,This is one of the best courses. The manner of teaching is very lucid and easy to understand. I am impressed with the examples. I would love to have more courses from him on Competitive Strategy!! Cheers!,5,Course Content
743,"It's the best course, on which I have ever been enrolled. Its language is understandable not only for students of economic departments and for everyone, who is interested in this topic. The professor is a professional in his sphere and just a talented person with an actor's skills. He turned the course into an interesting tour of Munich, because every module is connected with some sight of the city, this activates attention and makes teaching material more remembered. If this course is continued, I will definitely join it! Thank you)",5,Course Content
744,Exceptional training course for those working in the field of market strategy etc. Explanation and examples are close to the actual world.,5,Course Content
745,The best free strategy course!,5,Course Content
746,Awesome lecture. I wish the lectures at my University would have been as good as this. Then I think I would have a much better and more interesting time and I`d learned a lot more.Thanks for all your work!!Best wishes form Switzerland!,5,Course Content
747,nice one to get into the strategy of any kind of the competionsyou could pass it even if you didn't go through the Part1anyhow it will be more then useful to understand the basis,4,Instructor Quality
748,excellent and some hint of humour in an otherwise rather arid topic!thanks,5,Course Content
749,This a great course. I recommend it to anyone. Also make sure to take the previous course. The exams are great way to fixate knowledge.,5,Course Content
750,"One of the best online course i have ever taken, i seriously reccomend this course to all those people who are into business and management.",5,Course Content
751,"Very informative with plenty of real-life (or credible fictional) examples to better understand the concepts that were introduced. The pace was agreeable and the subjects diverse. Special mention should go to the instructor (Prof. Tobias Kretschmer), who did a terrific job! I liked the question format as well, though it could have been more challenging by not giving away the answers after an end-of-module quiz even if you didn't pass. That being said, the course is well worth 5 stars!",5,Course Content
752,"Actually, the course should be titled as ""Introduction Into Macroeconomics"", I think. The course is fine, but I won't call it really ""advanced"" one. The structure and topic list is okay, but the depth is not enough to threat the course as ""advanced"".",3,Course Content
753,Absolutely useful! They make it so easy to understand and probably the best MOOC IÂ´d ever apply for,5,Instructor Quality
754,Just love it,5,Course Content
755,Love your style of teaching. The Multiple choice answers in your exams are difficult but necessary to fully understand the topics.Content of the course - 100/100.I would take another course of Prof. Kretschmer instantly.,5,Course Content
756,Well structured course! The explanation was clear and I have the frame works in my mind when I finish the course! Helpful course!,5,Course Content
757,"Honestly, for something that says ""Advanced"" in the title, I thought it was a little too basic. There isn't enough depth and a lot of it involves common sense. Perhaps a more case-study driven course would have been interesting with more qualitative, essay responses required rather than cut-and-dry multiple-choice.",3,Course Content
758,"content was not as interesting as in the first course, but still good overall. Questions were also less analytical challenging as the first course. But I still enjoyed the course as the professor was explaining the subject clearly and the videos were compact and enjoyable.",4,Course Content
759,"Overall, this is a good subject.However, some slides are not well organized.Many questions in assignment are too tricky.",3,Course Content
760,Fascinating material. Thanks again!,4,Course Content
761,"Great professor, interesting course.",5,Course Content
762,"while the task of summing up a lot of information in a minimum sized presentation is always a very difficult task, the structure of the material presented was not optimal. This in turn made it difficult for me personally to actually connect the weekly information presented with the overall meaning and the objective of each module. The ""why"" and ""how"" of most modules fit to the meaning we are forming (up to week 5 -the point I am leaving this class) is not evident. Last, some of the questions contained ambiguities that could not be reasonably clarified even going back and reviewing the material of the specific segment. Thank you for the offered class in any case.",2,Course Content
763,"Varied and well-explained that held my interest throughout. My only criticism is the English in some of the written quizzes, especially in the final exam, needs reviewing by native speaker as some of the answers are ambiguous when they do not properly explain the context of the situation.",4,Instructor Quality
764,One of the best courses on Coursera.,5,Course Content
765,Awesome course! I learned a lot through this journey. Thanks very much for providing this course.,5,Course Content
766,Amazing course.,5,Course Content
767,"Good course, Hope we had a certification for this.",5,Course Content
768,"One suggestion would be lest multiple option answers, but the course was challenging enough to learn valuable information.",4,Course Content
769,Very useful course and extremely well presented. Would recommend it.,4,Course Content
770,World-class,5,Course Content
771,"Very good course, but it is not ""advanced strategy"".",4,Course Content
772,Very informative and I learned a lot,4,Course Content
773,Valuable sequel to course Competitive Strategy by the same author. Interesting and informative.,5,Course Content
774,"it is well put and easy to understand. besides, you can learn it anytime. the content is enlightening and has many new and intestesting topics. i really like it .",5,Course Content
775,"This course is not only well structured, but truly enjoyable with the various outdoor background",5,Course Content
776,"It was a great course, however some of the quiz answers are debatable",4,Course Content
777,"After completing this course, I have gained valuable insights in real life situations and be more aware in my own industry. This course would not only allow you to see the playing field but also to make carefully calculated decisions towards the best possible outcome.The tests are difficult and some are rather tricky. But hey, the situations we encounter in real life are far worse than these.",5,Course Content
778,"Material was tough, some of the questions weren't easy to understand / process. But overall a great class.",4,Course Content
779,Very Good!,5,Course Content
780,"While the course was overall well developed, there are certain language challenges to overcome especially with understanding the wording of quizzes. I got a number of questions wrong simply because I could not understand the phrasing, and lack of explanations on quizzes makes for a lot of difficulty to evaluate progress. And I get the reason for not including answer explanations, at the same time I'm literally comparing answers to the module transcripts and could not possibly infer multiple choice answers based off how the topic was explained. I would suggest more definitive questions and reduce multiple choice questions or at least define the question in a more narrow, specified manner to minimize confusion. I'm taking this course for fun, I have an MBA and love strategy, so the topics are not new by any means, but if I can't understand what you're trying to say I would imagine non-business backgrounds would find the questions very difficult.",4,Course Content
781,it was great learning such interesting issues,5,Course Content
782,"Nice addition to the ""Competitive Strategy"" course, although not as interesting and practical as the first part... Cases and current examples would have made this section much better.Prof. Tobias Kretschmer ... 5 starsCompetitive Strategy . . . 5 starsAdvanced Competitive Strategy ... 3 stars",3,Course Content
783,An easy to understand and very resourceful course with ample examples. Would love to enroll into similar courses.,5,Course Content
784,Awesome concept to learn,5,Course Content
785,very Insightful,4,Course Content
786,"It's a very good course, with fabolous material, examples and style",5,Course Content
787,5 stars! Great University !! Enjoyed and learned!,5,Course Content
788,Perfect professor!,5,Instructor Quality
789,"I'm so happy to make it! I learnt so much about academic writing, thanks!",5,Course Content
790,I have learnt alot from this course,5,Course Content
791,Very good course for writing in a systematic way.,5,Course Content
792,Excellent course for whom really wants to boost his/her writing skills.,5,Course Content
793,Enjoyed this course very much. Thank you.,5,Course Content
794,"This is not an easy course, but once you finish it, your academic writing skills are going to improve considerably, Best!",5,Course Content
795,perfect course to get perfection in writing,5,Course Content
796,"It says 'advanced writing' but it is advanced for college students, not advanced overall. I found it extremely basic.",1,Course Content
797,Great Course I like it a lot. I learn new things for my research,5,Course Content
798,You need to check out his course.,4,Course Content
799,I learned how to write different types of essays.,5,Course Content
800,Pretty good!,5,Course Content
801,Thank you so much Prof. Chapman!,5,Instructor Quality
802,"Very helpful, at least, for me.",5,Course Content
803,Such amazing course work on developing the writing skills in a decent way.,5,Course Content
804,The perfect brainstorming exercise for academic essay writing !,5,Course Content
805,"It helps you build your essay-writing muscles gradually. Too much emphasis on plagiarism. Some flaws in the grading forms. The level of the participants is quite mixed, most feedback they give is useless (""good"").",2,Course Content
806,Great course and teachers,5,Course Content
807,I really love this cause. My writing skills is really impoving. I like my peers their reviews.it really train me on writing well.,5,Course Content
808,Will try it out soon. Looks very promising and informative.,5,Course Content
809,"it is okay, not what I expected, but okay.",3,Course Content
810,I hope that this course could be free because I can't afford 69 dollars for th,5,Course Content
811,I enjoyed a lot taking this course. It also represented a challenge to me.,5,Course Content
812,It's really useful!,5,Course Content
813,I found it very useful,5,Course Content
814,Exellent course. You will learn the advanced skills for a better understanding of the English languaje.,5,Course Content
815,This course is awesome.,5,Course Content
816,"The course is fine as far as content. My complaint is that there is no one to contact regarding papers or questions. You are left to the other students for your grading and assignment completion, meaning that some of your assignments can hang there for weeks before ever getting reviewed.",3,Course Content
817,very useful course.,5,Course Content
818,An absolutely wonderful course! I learned a lot about advanced essay writing. I think it is a must-take course for those who are interested in writing academic and research essays!,5,Course Content
819,Not the course id think it would be.I learn less information than i d expect but these were still usefull information.,3,Course Content
820,Loved it!,5,Course Content
821,well explained informative course,4,Course Content
822,This course helped me improve my writing skills.,5,Course Content
823,Great course :),5,Course Content
824,This course has set me free from my fear of expressing my ideas and opinions in writing.,5,Course Content
825,Great course,5,Course Content
826,I have learned a lot in this course. Ordinary English courses don't cover the topics we have studied here.,5,Course Content
827,Great !!!!,5,Course Content
828,"This was a great class for review of what I learned years ago. I only wish I could have participated in the assignments w/o purchasing the class, as I have been able to in all of my other classes. But, I loved the class and would recommend it.",4,Course Content
829,"Fantastic! Good work that the teacher can compact the course section to less than 10-minute videos each week, and it is clear. Easy to grasp . . . help a lot for my initial study! MLA format and work cited page are great too . . . thanks!",4,Course Content
830,It was really useful. From now on I will start applying everything I've learn in my collage tasks.,4,Course Content
831,Great learning experience .,5,Course Content
832,Thank you for everything!,5,Course Content
833,"Great Course, in particular to students whose tongue are not English.",5,Course Content
834,Very useful and professional!,5,Instructor Quality
835,Very easy steps to learn. lot of assignments to practice. Good work.Thank you.,5,Course Content
836,It's wonderful and useful.,5,Course Content
837,"One of the best courses by Coursera, it significantly helps me increase my writing skill.",5,Course Content
838,"great, thank you :)",5,Course Content
839,Perfect,5,Course Content
840,"It has good content, but there were missing classes to give more advices or clear any question students have, when grading peer review homeworks there were plenty of mistakes that would have been avoided if there were more video lectures or forums with teachers.",3,Course Content
841,"From this 1.5 month course, I learned far more than I did from the 4-year on-campus studying. Of course, the level of the universities in my country is not nearly as that of the US; nevertheless, in the single combat ""Adv.Writing course against a ""Bachelor's degree"", the latter sustains a crushing defeat!",5,Course Content
842,Advanced Writing is a course that challenges the best English learner. You apply what you've learned so far and things get more formal.,5,Course Content
843,This course has a lot of tools to learn the writing art.,5,Course Content
844,through this course i was able to right effectively on some complex topics which was what i was hoping for. Thanks a lot to the instructor Tamy Chapman whose video lectures were excellent in content and quality.,5,Course Content
845,"I wasn't sure what to expect with the Advanced Writing course. Again, peer review was unnecessarily harsh because people don't understand the flexibility and nuance of writing, but it's definitely informative and has made me a more mature academic writer. This specialization is well worth it, for the videos alone. The instructor is clear and the videos are very concise.",3,Course Content
846,It would be extremely useful to me as it is teaching me techniques to write advanced-level essays.,4,Instructor Quality
847,"It is detailed, rigorous, and exciting! The teacher's presentations in video materials are interesting as well!",5,Course Content
848,great course thnx,4,Course Content
849,Wonderful course!,5,Course Content
850,I have learnt so much for doing this course. I have recommended the course to friends and families.,4,Course Content
851,so good. must be engaged,5,Course Content
852,It is so beneficial for international students who have been prepared on TOEFL iBT or IELTS.,5,Course Content
853,"taking Essay writing first, cannot unenroll from this course at this",5,Course Content
854,"Firstly, I would love to introduce myself to you. I'm Suliman from Libya. I'm Teaching Assistant at the University of Benghazi. Secondly, I would love to thank you so much for your hard working and for this wonderful course. Thank you once more.",5,Course Content
855,The course is highly effective!,5,Course Content
856,"I learn a lot from this class so far, but I'm having difficult for the Quiz, i know i should take some notes, hahaha",5,Course Content
857,Another well structured course that provided challenges to help impove essay writing techniques. Thanks you.,5,Course Content
858,"It is not very ""advanced""",2,Course Content
859,"At this point, I think that the course is good, however there should be more reviews. Three reviews of people who is also learning is not enough, in my opinion. I have received some comments like 'some sentences are not good'. Which tells me absolutely nothing. I think people should be encouraged to exemplify what they mean ,to take the sentences that they believe that are wrong, and extend why.For the rest, the course is very good.",4,Course Content
860,helped in my phd writing thesis,5,Course Content
861,"I am in love for this course, a lot of good information, practice activities, etc...It is helping me a lot!",5,Course Content
862,nice things to do and good examples.,4,Course Content
863,Fantastic and fun!,5,Course Content
864,This advanced writing course illustrates how to writing a longer college essay and guides students all over the world to start their very first writing piece.,5,Course Content
865,"Extremely poor quality of instruction. The lectures themselves are little more than the material being read directly off the slides by an individual with a poor grasp on the English language. The majority of the slides are walls of unclear and non-descriptive text. Even with reading directly from the slides, the lecturer is overly circumstantial in her explanations if not just outright tangential. I commend the authors for putting together a course outside of their native language but, in this case at least, it does more harm than good.In short, this course has the air of a group of first year students giving a presentation verbatim from the slides, as another commenter also mentioned below.",1,Course Content
866,"This course is a discreditation to coursera, and it's low standards are appalling. From a purely certificate based perspective, the only requirement to complete the course are completely the quizzes. They are short, and can easily be googled, or the slides can be downloaded and the answers simply CRTL+F for keyboards. There is zero need to watch the lectures ( at least for the first 2 weeks).The lectures are terrible themselves. The English is beyond horrible, and I don't understand the modern culture of having teachers teach in languages they can't speak. It is purely reading off the slides in any case, word for word. I learned more about the basics in neuroscience in a 20 minutes lecture from a separate course, ""Computational Neuroscience"" than the entire first week here.If you actually want to learn neuroscience, check out HardvardX's intro course.",1,Course Content
867,easily understood,5,Course Content
868,"This is the worst, most pathetic course I have taken online. If Peking University believes this is their best - I'll not be taking another course with them. The instructor's command of the English language is awful and the sub-titles are some help, but not a lot. Instructors are just talking faces up front - they cannot teach. They may be great in the lab, but keep them out of the classroom. I toughed out the course, but it only got worse. I had originally signed up for parts 1 and 2 of this course. Canceled part 2. The use of slides that are not clear / too small and not on the screen long enough to digest the information did not help. Do yourself a favor - avoid this course. As a side note - I have taken in excess of 25 online courses, this was the most painful.",1,Course Content
869,Very good Course!! Thank You.,4,Course Content
870,Very boring... The professor is just reading (with a bad English). The illustrations are also very boring...,1,Instructor Quality
871,The professor is reading long texts. It is not really attractive.,2,Instructor Quality
